1.000000000000000000e+02 1.800000000000000044e+00 6.650599999999999845e+00
1.000000000000000000e+02 2.000000000000000000e+00 6.552299999999999791e+00
1.000000000000000000e+02 2.200000000000000178e+00 6.461599999999999788e+00
1.000000000000000000e+02 2.400000000000000355e+00 6.353200000000000180e+00
1.000000000000000000e+02 2.600000000000000089e+00 6.269999999999999574e+00
1.000000000000000000e+02 2.799999999999999822e+00 6.153599999999999959e+00
1.000000000000000000e+02 3.000000000000000000e+00 6.037300000000000111e+00
1.000000000000000000e+02 3.200000000000000178e+00 5.998599999999999710e+00
1.000000000000000000e+02 3.400000000000000355e+00 5.866600000000000037e+00
1.000000000000000000e+02 3.600000000000000089e+00 5.717999999999999972e+00
1.500000000000000000e+02 1.800000000000000044e+00 7.310100000000000264e+00
1.500000000000000000e+02 2.000000000000000000e+00 7.195500000000000007e+00
1.500000000000000000e+02 2.200000000000000178e+00 7.081500000000000128e+00
1.500000000000000000e+02 2.400000000000000355e+00 6.991999999999999993e+00
1.500000000000000000e+02 2.600000000000000089e+00 6.877799999999999692e+00
1.500000000000000000e+02 2.799999999999999822e+00 6.775299999999999656e+00
1.500000000000000000e+02 3.000000000000000000e+00 6.662499999999999645e+00
1.500000000000000000e+02 3.200000000000000178e+00 6.568599999999999994e+00
1.500000000000000000e+02 3.400000000000000355e+00 6.450999999999999623e+00
1.500000000000000000e+02 3.600000000000000089e+00 6.347199999999999953e+00
2.000000000000000000e+02 1.800000000000000044e+00 7.737400000000000055e+00
2.000000000000000000e+02 2.000000000000000000e+00 7.653400000000000425e+00
2.000000000000000000e+02 2.200000000000000178e+00 7.569499999999999673e+00
2.000000000000000000e+02 2.400000000000000355e+00 7.447799999999999976e+00
2.000000000000000000e+02 2.600000000000000089e+00 7.329500000000000348e+00
2.000000000000000000e+02 2.799999999999999822e+00 7.211800000000000210e+00
2.000000000000000000e+02 3.000000000000000000e+00 7.136599999999999611e+00
2.000000000000000000e+02 3.200000000000000178e+00 7.001999999999999780e+00
2.000000000000000000e+02 3.400000000000000355e+00 6.897100000000000009e+00
2.000000000000000000e+02 3.600000000000000089e+00 6.782399999999999984e+00
2.500000000000000000e+02 1.800000000000000044e+00 8.223200000000000287e+00
2.500000000000000000e+02 2.000000000000000000e+00 8.101900000000000546e+00
2.500000000000000000e+02 2.200000000000000178e+00 7.979099999999999859e+00
2.500000000000000000e+02 2.400000000000000355e+00 7.846400000000000041e+00
2.500000000000000000e+02 2.600000000000000089e+00 7.748599999999999710e+00
2.500000000000000000e+02 2.799999999999999822e+00 7.634199999999999875e+00
2.500000000000000000e+02 3.000000000000000000e+00 7.512299999999999756e+00
2.500000000000000000e+02 3.200000000000000178e+00 7.395500000000000185e+00
2.500000000000000000e+02 3.400000000000000355e+00 7.297799999999999621e+00
2.500000000000000000e+02 3.600000000000000089e+00 7.181300000000000239e+00
3.000000000000000000e+02 1.800000000000000044e+00 8.545500000000000540e+00
3.000000000000000000e+02 2.000000000000000000e+00 8.449799999999999756e+00
3.000000000000000000e+02 2.200000000000000178e+00 8.328500000000000014e+00
3.000000000000000000e+02 2.400000000000000355e+00 8.214299999999999713e+00
3.000000000000000000e+02 2.600000000000000089e+00 8.110200000000000742e+00
3.000000000000000000e+02 2.799999999999999822e+00 8.000600000000000378e+00
3.000000000000000000e+02 3.000000000000000000e+00 7.880899999999999572e+00
3.000000000000000000e+02 3.200000000000000178e+00 7.755700000000000038e+00
3.000000000000000000e+02 3.400000000000000355e+00 7.635200000000000209e+00
3.000000000000000000e+02 3.600000000000000089e+00 7.514199999999999768e+00
3.500000000000000000e+02 1.800000000000000044e+00 8.869699999999999918e+00
3.500000000000000000e+02 2.000000000000000000e+00 8.753199999999999648e+00
3.500000000000000000e+02 2.200000000000000178e+00 8.632999999999999119e+00
3.500000000000000000e+02 2.400000000000000355e+00 8.526199999999999335e+00
3.500000000000000000e+02 2.600000000000000089e+00 8.403200000000000003e+00
3.500000000000000000e+02 2.799999999999999822e+00 8.283899999999999153e+00
3.500000000000000000e+02 3.000000000000000000e+00 8.160800000000000054e+00
3.500000000000000000e+02 3.200000000000000178e+00 8.043100000000000804e+00
3.500000000000000000e+02 3.400000000000000355e+00 7.924000000000000377e+00
3.500000000000000000e+02 3.600000000000000089e+00 7.809700000000000308e+00
4.000000000000000000e+02 1.800000000000000044e+00 9.115700000000000358e+00
4.000000000000000000e+02 2.000000000000000000e+00 8.998100000000000875e+00
4.000000000000000000e+02 2.200000000000000178e+00 8.880599999999999383e+00
4.000000000000000000e+02 2.400000000000000355e+00 8.758900000000000574e+00
4.000000000000000000e+02 2.600000000000000089e+00 8.640299999999999869e+00
4.000000000000000000e+02 2.799999999999999822e+00 8.528100000000000236e+00
4.000000000000000000e+02 3.000000000000000000e+00 8.403399999999999537e+00
4.000000000000000000e+02 3.200000000000000178e+00 8.280099999999999127e+00
4.000000000000000000e+02 3.400000000000000355e+00 8.154999999999999361e+00
4.000000000000000000e+02 3.600000000000000089e+00 8.036099999999999355e+00
4.500000000000000000e+02 1.800000000000000044e+00 9.331300000000000594e+00
4.500000000000000000e+02 2.000000000000000000e+00 9.214800000000000324e+00
4.500000000000000000e+02 2.200000000000000178e+00 9.091799999999999216e+00
4.500000000000000000e+02 2.400000000000000355e+00 8.973900000000000432e+00
4.500000000000000000e+02 2.600000000000000089e+00 8.841499999999999915e+00
4.500000000000000000e+02 2.799999999999999822e+00 8.727499999999999147e+00
4.500000000000000000e+02 3.000000000000000000e+00 8.600899999999999324e+00
4.500000000000000000e+02 3.200000000000000178e+00 8.482699999999999463e+00
4.500000000000000000e+02 3.400000000000000355e+00 8.322300000000000253e+00
4.500000000000000000e+02 3.600000000000000089e+00 8.233299999999999841e+00
